"回号","抽せん日","本数字1","本数字2","本数字3","本数字4","本数字5","本数字6","本数字7","ボーナス数字1","ボーナス数字2","販売実績額","キャリーオーバー","1等口数","1等当せん金額","2等口数","2等当せん金額","3等口数","3等当せん金額","4等口数","4等当せん金額","5等口数","5等当せん金額","6等口数","6等当せん金額","データソース","取得日時","検証状態"
"606","2024-12-20","9","17","18","20","22","27","36","25","37","","338982680","0","0","2","28280000","89","889600","4737","9800","75921","1500","123899","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"607","2024-12-27","12","14","20","27","31","34","37","19","21","","808753825","0","0","7","10960200","115","933900","5671","11100","91878","1600","165827","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"608","2025-01-10","7","10","11","18","20","29","30","32","36","","1323081880","0","0","10","8639800","200","604700","8848","8000","132329","1300","194301","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"609","2025-01-17","4","11","12","23","26","32","37","1","9","","1837033120","0","0","12","6953000","156","748700","7808","8700","118584","1400","210772","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"610","2025-01-24","1","8","9","23","24","31","36","21","28","","380263390","2","1000000000","13","6931800","172","733400","9091","8100","138054","1300","216296","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"611","2025-01-31","7","8","11","18","20","30","34","5","14","","0","1","805690900","7","9981300","151","647700","6885","8300","103668","1300","167800","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"612","2025-02-07","5","13","16","23","27","31","34","26","33","","0","1","357391600","3","19408300","137","594900","5619","8500","79216","1400","125666","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"613","2025-02-14","3","5","6","10","19","21","35","13","27","","0","1","453102600","12","4477900","233","265600","7688","4800","98001","1200","154525","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"614","2025-02-21","14","21","22","23","24","28","34","5","37","","0","2","207555000","6","8222100","78","728500","4122","8300","71114","1600","124158","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"615","2025-02-28","4","11","21","26","27","28","33","10","13","","423508450","0","0","5","9904300","100","570400","5119","6700","83956","1300","150454","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"616","2025-03-07","7","15","20","28","29","34","36","1","35","","913032910","0","0","5","11794900","127","534900","6128","6700","96876","1400","154738","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"617","2025-03-14","2","6","10","12","25","28","35","27","31","","298721810","1","1200000000","15","4639700","186","431000","7781","6200","121794","1300","194794","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"618","2025-03-21","7","17","20","23","24","34","36","25","35","","768982020","0","0","5","11191500","105","613800","5328","7300","89467","1400","144750","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"619","2025-03-28","8","9","18","20","27","29","32","7","12","","1300543185","0","0","15","4182400","151","478500","7190","6000","110787","1300","190055","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"620","2025-04-04","2","4","8","10","12","29","32","6","13","","695876615","1","1200000000","11","6287200","160","497900","8655","5500","128170","1200","204580","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"621","2025-04-11","1","2","12","13","14","30","36","9","24","","1202205675","0","0","7","8715900","87","807800","5161","8100","88530","1600","175012","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"622","2025-04-18","1","10","28","29","30","33","34","21","27","","1781479320","0","0","9","7569700","113","694400","5777","8200","95242","1600","170185","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"623","2025-04-25","9","12","22","26","28","31","37","7","30","","1198885675","1","1200000000","6","12275400","139","610300","7435","6900","124781","1300","213674","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"624","2025-05-02","2","14","15","26","27","34","36","9","24","","0","2","895860400","11","6319400","206","388700","8146","5900","116297","1400","202429","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"625","2025-05-09","3","10","12","18","19","24","32","4","15","","0","1","420020500","3","16607600","121","474300","6004","5700","89063","1300","151776","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"626","2025-05-16","1","3","7","12","17","32","34","14","30","","410892875","0","0","7","6952100","84","667300","4690","7200","81366","1400","131630","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"627","2025-05-23","9","15","21","30","33","34","37","10","35","","0","1","888183900","8","7147700","101","652100","5683","7000","94832","1400","146514","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"628","2025-05-30","1","8","9","11","18","27","35","16","34","","0","2","201318100","7","6747800","140","388600","6457","5100","92719","1100","132363","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"629","2025-06-06","2","7","9","21","23","24","30","22","29","","410077305","0","0","9","5342800","104","532500","5225","6400","82104","1300","131737","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"630","2025-06-13","4","6","8","23","28","29","34","10","19","","0","1","905253400","9","6358900","140","470800","7287","5400","107292","1200","185524","800","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"631","2025-06-20","2","3","6","17","33","35","36","25","37","","0","1","413009000","4","12141400","70","799100","4436","7600","74782","1500","129900","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"632","2025-06-27","5","7","10","11","29","31","37","13","25","","397424060","0","0","7","6766500","146","373700","6019","5400","89869","1200","148895","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"633","2025-07-04","2","5","10","17","21","31","36","20","32","","881176280","0","0","4","14565500","142","472600","5822","6900","89128","1500","140583","1200","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"634","2025-07-11","2","12","18","29","32","36","37","5","21","","1436653640","0","0","6","10841100","116","645900","6526","6900","104526","1400","175692","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"635","2025-07-18","10","12","20","29","30","31","34","4","15","","0","2","1016445900","13","5308300","189","420500","7786","6100","116052","1300","204601","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"636","2025-07-25","10","14","17","20","26","27","29","3","11","","0","1","414014200","10","4889100","84","670400","3976","8500","67850","1600","137041","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"637","2025-08-01","1","4","7","8","9","20","21","11","30","","405166445","0","0","16","2992100","175","315100","7431","4400","96563","1100","168633","800","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"638","2025-08-08","1","6","18","19","35","36","37","11","24","","0","1","898476500","2","29043000","114","586900","5562","7200","85604","1500","162053","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"639","2025-08-15","5","9","12","15","30","31","34","13","29","","0","2","196037800","15","3071100","136","390100","6189","5100","94177","1100","157665","800","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"640","2025-08-22","2","7","9","12","13","14","29","15","30","","0","1","388970000","6","7697600","159","334600","6510","4900","94465","1100","144732","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"641","2025-08-29","1","3","7","23","24","33","36","17","30","","0","1","405020100","9","5251000","123","442500","5060","6500","83272","1300","137907","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"642","2025-09-05","1","7","22","23","33","34","35","2","24","","0","1","403352100","13","3588800","105","511800","4866","6600","73462","1400","123377","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"643","2025-09-12","1","5","15","16","18","27","34","19","22","","0","1","406203200","2","23971500","96","575200","4545","7300","74803","1500","128381","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"644","2025-09-19","1","11","12","14","20","26","29","2","5","","390550165","0","0","15","3086600","83","642500","4489","7200","74279","1400","144229","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"645","2025-09-26","7","10","16","20","26","32","35","24","33","","0","1","864763200","10","5561700","118","542900","4637","8300","77692","1600","137997","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"646","2025-10-03","5","12","13","15","18","35","37","11","29","","390192400","0","0","3","15584300","90","598300","4224","7700","71409","1500","133259","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"647","2025-10-10","4","5","9","13","17","22","28","18","31","","0","2","434879400","15","3781000","201","325000","7877","5000","109520","1200","171116","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"648","2025-10-17","3","17","19","24","28","29","35","7","13","","385202370","0","0","5","9219600","98","541800","4824","6600","76143","1400","144616","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"649","2025-10-24","12","22","23","26","33","35","37","2","21","","861008665","0","0","6","9344500","86","750900","4994","7800","82690","1500","142180","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"650","2025-10-31","1","8","10","14","25","33","35","12","21","","1407387900","0","0","9","7310100","131","578500","6089","7500","102491","1500","187310","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"651","2025-11-07","2","13","19","20","24","26","35","29","36","","0","2","1002473400","5","14281700","169","486700","8046","6100","108788","1500","184493","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"652","2025-11-14","1","16","21","26","27","30","35","6","37","","401325585","0","0","3","15699300","61","889300","3488","9400","62068","1700","116684","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"653","2025-11-21","6","7","12","25","26","30","33","13","15","","0","2","443721800","10","5638000","150","432900","6217","6300","96296","1300","165734","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"654","2025-11-28","3","12","25","29","30","32","33","28","31","","386161670","0","0","1","46473000","78","686300","4451","7200","75792","1400","122540","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"655","2025-12-05","4","5","12","13","24","26","33","3","14","","866671845","0","0","11","5065500","188","341400","7853","4900","111582","1100","165047","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"656","2025-12-12","1","4","6","20","30","34","37","14","25","","1413567000","0","0","8","8137600","101","742400","5376","8400","88924","1700","163715","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"657","2025-12-19","9","11","16","23","27","29","32","6","24","","0","2","1014653200","16","4631900","234","364800","9448","5400","132636","1300","211905","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"658","2025-12-26","10","12","16","18","19","22","37","11","20","","463117105","0","0","5","11109000","101","633400","4749","8100","81174","1600","142116","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"659","2026-01-09","2","8","9","14","27","34","36","5","18","","0","1","1052412400","12","5802800","162","495100","8394","5700","124990","1300","208850","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"660","2026-01-16","4","6","12","13","16","17","31","14","20","","421366875","0","0","4","12451900","98","585400","4635","7500","81348","1400","123996","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"661","2026-01-23","7","12","17","22","31","34","35","20","32","","929684620","0","0","5","12032000","125","554300","5996","7000","102827","1300","153889","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"662","2026-01-30","4","14","15","21","22","24","37","5","20","","1505420275","0","0","5","13637200","115","682900","5840","8000","103770","1500","171054","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"663","2026-02-06","4","6","10","11","13","17","23","25","32","","2123132130","0","0","9","8294400","193","445500","8470","6100","134057","1300","215089","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"664","2026-02-13","3","6","8","14","21","22","31","17","37","","1614067975","1","1200000000","19","4269900","168","556200","8897","6300","137445","1300","224969","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"665","2026-02-20","6","8","14","19","22","25","35","12","17","","2237878385","0","0","9","8099800","184","456300","7883","6400","119040","1400","214440","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"666","2026-02-27","2","17","18","22","23","25","33","16","34","","2912341960","0","0","5","15876200","185","494200","8046","6800","130221","1400","214363","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"667","2026-03-06","9","13","20","22","28","29","33","21","23","","3697519850","0","0","14","6601300","189","563200","9873","6500","153158","1400","246992","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"668","2026-03-13","1","8","11","14","18","22","29","19","35","","3266950045","1","1200000000","16","5588600","234","440100","11156","5500","166415","1200","264125","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"669","2026-03-20","3","5","6","7","9","13","16","11","23","","1558856305","2","1200000000","22","3778000","222","431200","10209","5600","148325","1300","263260","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"670","2026-03-27","3","4","9","10","18","21","37","15","23","","2196737615","0","0","16","4620300","147","579200","7911","6500","125711","1300","217487","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"671","2026-04-03","7","13","16","22","28","33","36","2","25","","453007035","2","1200000000","19","4111800","263","342100","10104","5300","134547","1300","223323","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"672","2026-04-10","7","11","15","16","17","24","33","6","9","","0","1","987027000","10","6250000","126","571300","7165","6000","107970","1300","187855","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"673","2026-04-17","6","9","10","12","16","24","32","17","19","","433409850","0","0","6","8471200","116","504700","6477","5400","91357","1300","148579","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"674","2026-04-24","1","6","7","9","12","22","26","8","14","","0","1","955304700","19","3189700","260","268500","10138","4100","130525","1000","206937","800","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"675","2026-05-01","5","8","16","18","24","28","31","6","23","","0","2","211322100","8","6223800","154","372400","6664","5200","93317","1200","152104","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"676","2026-05-08","2","6","15","19","20","22","27","31","33","","0","1","415718800","15","3265400","97","581600","5220","6500","78478","1400","135179","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"677","2026-05-15","5","6","7","8","15","17","19","1","33","","0","1","408725600","12","3937000","134","406100","5590","5900","86339","1200","155939","800","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"678","2026-05-22","2","6","12","15","24","26","34","18","20","","0","2","200726400","10","4734500","105","519400","5013","6500","81377","1300","131661","1000","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"679","2026-05-29","6","8","9","18","22","24","35","4","20","","0","2","200790300","8","5949200","145","378000","6716","4900","99141","1100","146091","900","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"680","2026-06-05","9","10","22","26","27","31","36","20","29","","403991465","0","0","7","6861400","65","851100","4347","7700","73236","1500","121710","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"681","2026-06-12","1","10","12","13","19","33","35","14","37","","0","1","910082500","6","9942700","94","731000","5510","7500","94077","1400","151785","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
"682","2026-06-19","11","14","17","23","28","30","36","12","20","","407125875","0","0","8","6025900","123","451400","5736","5800","81327","1300","125087","1100","sougaku:data\raw\loto7\extracted\loto7.csv","2026-06-24T23:20:30.050Z","processed"
